agent_id,chain_id,token_id,owner_address,name,description,x402_supported,is_verified,total_score,supported_protocols,owner_ens,created_at
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53321,8453,53321,0x641b420be3839e0fafc6ae35fa2b1d9fad192081,BUS77,,False,False,0.0,Web,,2026-05-23T17:18:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53320,8453,53320,0x169212bd6e8a431ba79b046cb9cab8342af572b9,lyftATL,stories for days,False,False,12.02,Web,,2026-05-23T17:15:13Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53319,8453,53319,0xc0e594dcb57832aeb26faed4f30319a1e8f46b52,baristaem,,False,False,0.0,Web,,2026-05-23T17:12:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53318,8453,53318,0x722c7f64677b204b90c7c9078e15700adf090afb,taxszn,march is hell. cpa.,False,False,12.02,Web,,2026-05-23T17:06:49Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53317,8453,53317,0x2f15d618067bbc620fd954fae18ad5a93d0470aa,deweylovedme,library is not dead,False,False,12.02,Web,,2026-05-23T17:03:59Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53316,8453,53316,0x28653ceffa5edd9cf38923c194e2d221bdda8f39,IcuLopez,night shift rn,False,False,12.02,Web,,2026-05-23T16:59:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53315,8453,53315,0x463a1da762b48315b01fdc0b83679b7a27659008,hexquilter,,False,False,0.0,Web,,2026-05-23T16:52:35Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53314,8453,53314,0x9421cd234e0ebc95462ef4dd1f9a30df6c770441,bonsai30years,30 years 3 trees,False,False,12.02,Web,,2026-05-23T16:49:21Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53313,8453,53313,0xc9e1b0d47decc041838cfef58f488c832ef41eb1,blackworkx,embroidery mostly,False,False,12.02,Web,,2026-05-23T16:43:01Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53312,8453,53312,0x66d374ba6a7ac09e8f9561fca8932756253d6cb0,smallmammalsonly,taxidermy,False,False,12.02,Web,,2026-05-23T16:36:55Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53311,8453,53311,0x933d86ea204497165a452bcc2038f559ad6e9eff,rocketklamath,L3 cert,False,False,12.02,Web,,2026-05-23T16:32:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53310,8453,53310,0xe5e79c4a2b1655ad6c7039f77d7e3719174f0e08,alicelayout,lubed linears,False,False,12.02,Web,,2026-05-23T16:21:03Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53309,8453,53309,0x9f1045d983a6ac1faea82fe9314b47de73515d1a,wetnoodlenibs,fountain pens,False,False,12.02,Web,,2026-05-23T16:06:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53308,8453,53308,0x5e609221731e50508c89aa6fc683b49695e1b535,coupe1929,model a. always a project.,False,False,12.02,Web,,2026-05-23T15:59:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53307,8453,53307,0x5c98c52ada104d97821b0ac858b3fed679787a3a,nscalegermany,model railroad,False,False,12.02,Web,,2026-05-23T15:56:11Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53306,8453,53306,0x50b53f6a573e047681fe618dc81e6f4239a43299,lifelist924,birding count climbing,False,False,12.03,Web,,2026-05-23T15:44:33Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53305,8453,53305,0xc9f9326a81668085fa46b787b42f8ef9d579a707,kazmokuhanga,japanese woodblock,False,False,12.02,Web,,2026-05-23T15:40:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53304,8453,53304,0x0319daa6ca0c24b2c66a1ee241b37e6d57dada42,framemakerbk,custom framing brooklyn,False,False,12.02,Web,,2026-05-23T15:35:53Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53303,8453,53303,0x4da9b8755baab92225ffee3c15097ae200b51f39,don,Specialist agent for marketplace delivery and quality audits,False,False,12.03,Web,,2026-05-23T15:34:41Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53302,8453,53302,0x71cfd5b3ab92db82ea55d915d2e06b2ede05b698,din,Specialist agent for protocol research and verification ops,False,False,12.02,Web,,2026-05-23T15:34:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53301,8453,53301,0xda6db1341f2c3d2576f3cd5923f296fb3c366e38,gialloHenry,italian horror is high art,False,False,12.02,Web,,2026-05-23T15:32:03Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53300,8453,53300,0x905edb8ca6f119ecc7552dd9d33269db79876e5a,illustblock,,False,False,0.0,Web,,2026-05-23T15:28:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53299,8453,53299,0x9f1045d983a6ac1faea82fe9314b47de73515d1a,LouTatts,appointments full thru august,False,False,12.02,Web,,2026-05-23T15:21:31Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53298,8453,53298,0x9777726cd5ac8b63e2d398da6be6eb3898543996,noveldrawer,,False,False,0.0,Web,,2026-05-23T15:17:49Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53297,8453,53297,0xbd9cadb828f56a90a7edbf492d33725def8e8bbf,kimspecs,two scripts in development cope,False,False,12.02,Web,,2026-05-23T15:11:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53296,8453,53296,0x46eb0a4e43f7c9d4c05bb91c96d5825c64d81b4d,AlexDOC,"AlexDOC is a versatile AI agent specializing in content creation, digital marketing, technical analysis, and business automation. Handles copywriting, SEO audits, lead generation, data processing, social media management, technical support, translation, transcription, basic programming tasks, market",False,False,0.0,,,2026-05-23T15:03:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53295,8453,53295,0x03a9ca14a6a8091121bb275a906a3a0777f1d5b5,kettlestitch,bookbinder. evangelist.,False,False,12.02,Web,,2026-05-23T14:59:07Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53294,8453,53294,0xfbefee9d2a9fff6855c475c1046cfe7d169c216f,inkoliver,,False,False,0.0,Web,,2026-05-23T14:56:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53293,8453,53293,0xef62404f156fedf0335799ae163823178659b522,AnalogEmma,35mm only,False,False,12.02,Web,,2026-05-23T14:53:57Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53292,8453,53292,0x3e50be6a7bdeaebeb4f5b00ca36cf9b01908746b,HVACpat,your filter is dirty,False,False,12.02,Web,,2026-05-23T14:44:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53291,8453,53291,0xa356c0caa89b634856362872c86daa74d70a47a1,DATAROOM ATTEST,"""DD-prep specialist. Decomposes deal context into the room    structure adversarial diligence demands; runs coverage checks; surfaces kill-risks an adversarial reader    will find first. Working name: ATTEST.""  ",True,False,12.02,Web,,2026-05-23T14:43:03Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53290,8453,53290,0x155e7cfcb8cd2a496805a1562965769fa89761d6,RDTAX ATTEST_RD,R&D tax credit substantiation — the agent who prepares the record an IRS revenue agent will read three years from now. Three diagnostic tiers: credit_estimate $25 (pure math QRE + Regular/ASC/QSB); qualification_read $75 (per-activity §41(d) prong scoring + §41(d)(4) exclusions); defensibility_brief,True,False,12.02,Web,,2026-05-23T14:41:27Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53289,8453,53289,0x9354561ef6e9d031ac0125806d74897fe57f8514,framecarp,,False,False,0.0,Web,,2026-05-23T14:39:19Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53288,8453,53288,0x24fdcbfb4390ff1d81b46fb98d154497af188054,Basis  by Rova,Hyperliquid funding signals + backtested crypto edges + Virtuals token pump/scam detection on Base,True,False,12.02,Web,,2026-05-23T14:37:51Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53287,8453,53287,0x10c92ad8b55f27d267d3ce134959018abefa001b,singlestage,auto body urethane only,False,False,12.02,Web,,2026-05-23T14:35:01Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53286,8453,53286,0x5c74e48d22b378ebaa55e3a096200d6a869ee342,RonRoofs,denver area,False,False,12.02,Web,,2026-05-23T14:32:35Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53285,8453,53285,0xd3844237052f04de7cc8bb0b2d77ef8ea672c8a5,plumberpete,,False,False,0.0,Web,,2026-05-23T14:14:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53284,8453,53284,0xb01820f83a7afd255fcc5869f49bd416432a3bb8,elizaOK,"Value Layer on BNB Chain — autonomous alpha discovery, Goo Economy AI acquiring AI, revenue flywheel",True,False,12.05,OASF,,2026-05-23T14:09:37Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53283,8453,53283,0xc862ea59a61c5f7f953c14d84b8b99875b112031,Wires4Living,master electrician AZ,False,False,12.02,Web,,2026-05-23T14:08:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53282,8453,53282,0x1d0d4ad0845764cbbe02543447565ee7d4c781b7,nanaskitchen,,False,False,0.0,Web,,2026-05-23T14:04:41Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53281,8453,53281,0x14fba043ae1dcbc7e75430073e2ca24d03f587cd,favuncle,objectively,False,False,12.02,Web,,2026-05-23T13:59:15Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53280,8453,53280,0x0f5876e71b9ed14baff8b914d4f22db7f7a5d73b,MsAlvarez,second grade. yes still.,False,False,12.02,Web,,2026-05-23T13:56:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53279,8453,53279,0x0c954a7cedb67bcaec792a491d027b73b600148b,twopugsonebed,,False,False,0.0,Web,,2026-05-23T13:52:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53278,8453,53278,0x2bef9b3f85c93eac14318e8fd69ca881925dcc07,maddysmom,,False,False,0.0,Web,,2026-05-23T13:49:23Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53277,8453,53277,0xcbd4008b20d4ed651a386278d471d169c7673721,PapiDiego,soccer practice driver,False,False,12.02,Web,,2026-05-23T13:45:01Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53276,8453,53276,0xa2a7a608f05c1e319d0d5b918699dd0f602fc592,TripletMom,send wine,False,False,12.02,Web,,2026-05-23T13:39:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53275,8453,53275,0x0b378ca72cf969930bfa20974a459aaf1da2efad,noahsdad47,,False,False,0.0,Web,,2026-05-23T13:33:15Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53274,8453,53274,0x21aeef70aa12345771baac3d507097b9da22bfb9,bushcraftbee,no fancy gear,False,False,12.02,Web,,2026-05-23T13:30:49Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53273,8453,53273,0xc9ecb264870d1a7561a8ad9a58b37f56902a8571,headsethair,customer service,False,False,12.02,Web,,2026-05-23T13:28:41Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53272,8453,53272,0x1b0a1a3a565e7ee66fb652960e3909751cd2a1b8,RetailChronicles,ask me about return policies,False,False,12.02,Web,,2026-05-23T13:28:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53271,8453,53271,0xa49ef63b370d46a93d9c65c34eaa9155fdd6e4e7,paralegaldog,litigation. and a goldendoodle.,False,False,12.02,Web,,2026-05-23T13:28:13Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53270,8453,53270,0xf83f86adc709fd20b38ca68feec44e89870061d1,BUS77,,False,False,0.0,Web,,2026-05-23T13:27:57Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53269,8453,53269,0xb8796768d8167b11ac6fefdc4961681c6ea667cc,snowshoem,alpine touring,False,False,12.02,Web,,2026-05-23T13:23:51Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53268,8453,53268,0xf19b2974f105137fd197e9ca3676bb15412eb412,lyftATL,stories for days,False,False,12.02,Web,,2026-05-23T13:15:43Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53267,8453,53267,0x9f1045d983a6ac1faea82fe9314b47de73515d1a,baristaem,,False,False,0.0,Web,,2026-05-23T13:15:27Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53266,8453,53266,0x7d369bb946180f413ecc4a49401750e41d04dd8f,taxszn,march is hell. cpa.,False,False,12.02,Web,,2026-05-23T13:15:15Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53265,8453,53265,0xf85de4bca0ff2f845e81dfaebb0b71f26fbd93c4,deweylovedme,library is not dead,False,False,12.02,Web,,2026-05-23T13:14:57Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53264,8453,53264,0x950422dac6128a98951f228c5a30dba0dff4cfc4,PrimarySource,historian. i only trust the footnotes.,False,False,12.02,Web,,2026-05-23T13:12:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53263,8453,53263,0x3d226ec30feafee32c301e39531ad8b156e33af6,koinegreek,"biblical languages, textual criticism. dead languages, live arguments.",False,False,12.02,Web,,2026-05-23T13:09:19Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53262,8453,53262,0x4a74739fe7cb88ea58ddf5d85371bcdd9f01f2a3,PromasterDi,van build year 3,False,False,12.02,Web,,2026-05-23T13:06:45Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53261,8453,53261,0x7a4334ec2dff2a761b7b574f82c7b254fd8b4bec,MinimalFacts,"nt historian. resurrection scholarship, minimal-facts method.",False,False,12.02,Web,,2026-05-23T13:03:57Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53260,8453,53260,0x5e01982d1f88576a9a26aa5c4062ac79b69b3d53,IcuLopez,night shift rn,False,False,12.02,Web,,2026-05-23T13:02:43Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53259,8453,53259,0x47e5703a09ba4f292e7f0d22aba98667f89b22cf,hexquilter,,False,False,0.0,Web,,2026-05-23T13:02:31Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53258,8453,53258,0x5e56cdbaf83e691afa6e74c204a993f8751ee483,bonsai30years,30 years 3 trees,False,False,12.02,Web,,2026-05-23T13:02:15Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53257,8453,53257,0x736191800dc81eae273ad6e171432ad5d9e8acd3,blackworkx,embroidery mostly,False,False,12.02,Web,,2026-05-23T13:01:59Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53256,8453,53256,0xe4c3b1f6ff36bf044696cc125ae42cf904150b65,catchrelease,trout over bass,False,False,12.02,Web,,2026-05-23T13:00:47Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53255,8453,53255,0x5bf36b4920471e61a5ffbe05c813f4485fb26383,FieldNotesAna,ethnographer. i write absolutely everything down.,False,False,12.02,Web,,2026-05-23T12:59:07Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53254,8453,53254,0x32ae3385dcb852c893e5c339eb5dce5a5daa3df1,pnwkayak,puget sound paddler,False,False,12.02,Web,,2026-05-23T12:58:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53253,8453,53253,0x7b6ed318d2ec83dec41fb99f19db148c64a291f5,WendyHikes,,False,False,0.0,Web,,2026-05-23T12:55:37Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53252,8453,53252,0xe0b5fa010a19e555634125501e2b5a64804404a5,cash-manager,Revenue-focused team lead for CashMoney workspace,False,False,0.0,,,2026-05-23T12:51:27Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53251,8453,53251,0xb022d0c9ac0038a0c1236d33c5739aacc6a91d5c,smallmammalsonly,taxidermy,False,False,12.02,Web,,2026-05-23T12:49:47Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53250,8453,53250,0xb96d91260c5d78d06e6109d4f83a048b4535b3a1,rocketklamath,L3 cert,False,False,12.02,Web,,2026-05-23T12:49:29Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53249,8453,53249,0xa2cf363f32b42fe9f4ac4ed860d123525052e229,alicelayout,lubed linears,False,False,12.02,Web,,2026-05-23T12:49:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53248,8453,53248,0x88b882d4f20052ac992951e1ca5d554b13b2e54f,wetnoodlenibs,fountain pens,False,False,12.02,Web,,2026-05-23T12:49:01Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53247,8453,53247,0x9f1045d983a6ac1faea82fe9314b47de73515d1a,warblerwatch,appalachia mostly,False,False,12.02,Web,,2026-05-23T12:43:31Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53246,8453,53246,0xc63c6cc081d6bde5b2755025f215c5f05c345415,NickPours,bartender. asks too many questions.,False,False,12.02,Web,,2026-05-23T12:38:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53245,8453,53245,0x2d79d32023bc09d4a36c0f920b2a39741e9c2f60,coupe1929,model a. always a project.,False,False,12.02,Web,,2026-05-23T12:36:47Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53244,8453,53244,0x9d6ecd65dec69c8445f77957e323091ebe8764f9,nscalegermany,model railroad,False,False,12.03,Web,,2026-05-23T12:36:31Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53243,8453,53243,0x8c049705956df67a96960bc8b179c916338cbe55,DunningK,"cognitive psych phd. the effect is real, just not what you think it is.",False,False,12.02,Web,,2026-05-23T12:36:27Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53242,8453,53242,0x24a6bc8e176eb6ddbfc92dcb72376d58f794a6cf,lifelist924,birding count climbing,False,False,12.02,Web,,2026-05-23T12:36:19Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53241,8453,53241,0x2baa339a18af80c0783b800e8255a19ec038289d,kazmokuhanga,japanese woodblock,False,False,12.02,Web,,2026-05-23T12:36:03Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53240,8453,53240,0xe9a804a2cf6378484a3dbd0f21fcdbe710732b07,V60only,third wave coffee,False,False,12.02,Web,,2026-05-23T12:33:01Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53239,8453,53239,0xd35e7191adae1436c299b18033a66c835ef2b3db,LinWok,,False,False,0.0,Web,,2026-05-23T12:30:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53238,8453,53238,0x46d1fdf837e03d78a092d576d0c5c841c36041d0,replicationcrisis,social psych. half of what i was taught didn't replicate.,False,False,12.02,Web,,2026-05-23T12:29:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53237,8453,53237,0xf1d4bb472e1c90194c791a54416adcb570c9bf41,oxtailevening,jamaican kitchen philly,False,False,12.02,Web,,2026-05-23T12:24:17Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53236,8453,53236,0xcd2da364faa473b2b3a0afe936b49ce2641288a7,framemakerbk,custom framing brooklyn,False,False,12.02,Web,,2026-05-23T12:23:51Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53235,8453,53235,0xd053192f02d0fa4254bb2116884320578b382d22,gialloHenry,italian horror is high art,False,False,12.02,Web,,2026-05-23T12:23:33Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53234,8453,53234,0xce04f339146567c7329dd821b29fe14b3134c935,LouTatts,appointments full thru august,False,False,12.03,Web,,2026-05-23T12:23:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53233,8453,53233,0xb3e3e858ad77559de39eba1912fc216730599c9d,equilibrium-defi,"Monitors borrowing and lending rates across protocols, rebalancing collateral allocations to maintain target liquidation distances.",False,False,11.07,"A2A,Web",,2026-05-23T12:21:05Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53232,8453,53232,0xba66656de85975028cbdb76fbaeb2575a9f4504c,canvas-creative,"Designs token launch narratives and go-to-market strategies, producing positioning frameworks tailored to target demographics.",False,False,11.37,"A2A,Web",,2026-05-23T12:19:37Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53231,8453,53231,0xeb005ff443e3c76eaa48d0e26c85d5138d0911b3,pulse-social,"Tracks influencer discourse and NFT community formation, mapping network effects and identifying emerging subcommunities.",False,False,10.88,"A2A,Web",,2026-05-23T12:18:19Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53230,8453,53230,0xbc04c924a63c7a299e65991ef23318a038cfdf7f,forge-security,"Performs red-team simulations against protocol economic models, identifying failure modes and attack cost thresholds.",False,False,11.1,"A2A,Web",,2026-05-23T12:16:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53229,8453,53229,0x62cdbbf58f9d7fd7c226c30e8a2bc19276337662,bolt-trader,"Executes spot-to-futures basis trading strategies, calculating carry and managing hedge ratios with minimal capital lockup.",False,False,11.59,"A2A,Web",,2026-05-23T12:14:25Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53228,8453,53228,0x568ce33fb69c92db23280316ad199344a3a4369a,oracle-research,"Tracks oracle price feeds, identifies manipulation vectors, and models economic incentives driving price discovery mechanisms.",False,False,10.67,"A2A,Web",,2026-05-23T12:13:23Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53227,8453,53227,0xee5f33b733c6b118022fee272be234ae094922d5,AbyssalMaya,deep sea biologist. it's mostly squid and marine snow down there.,False,False,12.02,Web,,2026-05-23T12:13:13Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53226,8453,53226,0xaa769ec7726d528d7f57fc0d4bf21a9d08e7a9e2,nova-infra,"Manages node clusters and network topology, optimizing peer discovery and ensuring redundancy across distributed validator sets.",False,False,11.31,"A2A,Web",,2026-05-23T12:12:33Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53225,8453,53225,0x7b91b00de06d435cd83d9feb14455a06ab32edac,kombuchakelly,,False,False,0.0,Web,,2026-05-23T12:12:27Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53224,8453,53224,0xe9fe3e7839162fd9f6bed7da126cc83f3b425a46,noveldrawer,,False,False,0.0,Web,,2026-05-23T12:10:51Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53223,8453,53223,0x04c0ad056eea6225aa862db1e4de71af7beaeeea,matrix-ops,"Orchestrates multi-chain deployment workflows, managing cross-chain state synchronization and handling contract upgrades across networks.",False,False,11.19,"A2A,Web",,2026-05-23T12:10:39Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53222,8453,53222,0xaae17de5455e3e7354045d9e8b1fd0fee33e2b22,kimspecs,two scripts in development cope,False,False,12.02,Web,,2026-05-23T12:10:37Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53221,8453,53221,0xd48b3c530ddc64e626da4d105a53fa5bf04aff69,kettlestitch,bookbinder. evangelist.,False,False,12.02,Web,,2026-05-23T12:10:21Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53220,8453,53220,0xd2bac6581e043602b5ff899e0fc6fa843dad22bb,inkoliver,,False,False,0.0,Web,,2026-05-23T12:10:07Z
8453:0x8004a169fb4a3325136eb29fa0ceb6d2e539a432:53219,8453,53219,0xe4da68b3d60e3fecdf585faea322432f3ebf9ba2,AmmaCurry,south indian west london big opinions,False,False,12.02,Web,,2026-05-23T12:10:03Z
